budget,Date_FK,id_beneficiary_FK,id_category_FK
13830,9229,3675,23
12422,8574,3731,1
29212,8413,4304,23
42702,9221,3919,23
34608,9187,4024,1
1822,8526,3226,23
28376,8056,330,3
35917,8214,4449,3
45357,8850,2520,3
41490,9275,521,1
3812,8064,2937,21
35597,9174,2119,1
4603,8585,610,21
26953,9352,1649,1
1234,8708,1588,23
38579,8217,2382,1
34746,9091,2577,1
43761,8573,2951,21
35730,8555,1387,1
20667,8536,1766,1
36288,8328,2772,3
44870,8575,4436,23
829500,8933,510,3
9179,9266,614,21
19169,9428,2418,3
25101,8859,1756,21
4080,8320,3369,1
13805,9301,732,3
31188,8443,3244,23
37104,8844,3666,23
3598,9332,2698,1
45345,9481,979,3
29076,8399,3319,23
13070,8525,1961,3
25224,8218,136,3
22148,9300,1796,1
42938,8042,4348,3
41064,8309,273,21
10307,8794,1911,23
8811,8139,3913,1
58920,9416,4499,1
38620,8663,4802,23
15803,9378,3330,1
46941,8779,1694,21
17114,8872,142,1
46636,8533,570,3
12784,8503,1307,21
29001,8940,4445,1
6659,8123,1698,1
38722,8299,4159,3
48126,9116,1120,23
20126,9172,629,1
44202,9180,598,3
5272,8541,4509,21
23686,8515,3168,23
25807,9025,4350,21
9434,8148,1711,21
638440,9071,2381,21
29345,8587,139,23
35394,8379,251,21
19512,8727,1342,23
37569,9334,2081,21
12269,9227,2854,1
19448,8969,4186,23
39670,8050,406,21
722140,8996,4699,3
16029,9245,3079,23
30585,8904,2066,1
12886,9245,2749,21
20115,9113,1615,23
45688,9089,3008,1
15227,8878,652,21
38722,9066,4540,21
5051,9440,2052,23
23808,9236,,3
38722,9155,2121,21
22387,8235,801,3
47674,9104,4265,21
27201,8563,4504,1
19323,8823,513,21
18045,9058,2558,21
9500,8402,1787,21
3089,8733,4447,21
49279,8513,3434,21
26630,8474,1794,1
10516,8264,2272,3
22072,8205,3953,23
41059,9075,2175,23
46177,9152,4900,1
39950,8453,3433,21
10248,9128,4187,1
10423,9030,4852,23
568900,8373,2265,1
30209,8539,1503,21
9447,9468,2586,21
36413,8237,2818,3
38574,9295,530,21
33999,8280,3618,21
31520,8823,1625,23
35315,8859,4190,21
26849,8264,4637,1
11796,9442,301,23
9559,8130,2727,3
44364,9147,,21
42560,8804,4171,1
21646,9160,2454,1
41041,9324,4127,3
33464,8994,3697,21
21698,9103,2555,1
23447,8472,2513,3
6710,8446,4002,3
14350,8391,426,23
35108,9338,4605,23
38722,8335,1151,23
31642,9286,763,3
21687,9405,2262,23
47630,8371,650,21
239840,8678,225,21
3332,8134,3496,23
24117,8553,3399,21
11046,8356,3473,1
28436,8570,3446,21
33465,8425,3604,1
4080,8141,2991,23
32691,8760,2808,3
46918,8559,762,21
7738,8183,3306,23
6300,9035,2945,1
37035,8281,1139,21
16456,8992,4125,1
43458,9214,2824,1
27364,8399,401,1
2219,9034,4680,1
23230,8115,3639,3
1270,8890,2479,1
28723,9243,3768,3
42509,8481,3655,3
43523,8522,3865,23
1270,8335,3033,1
27666,9474,1056,3
27407,8369,1098,21
4421,8512,2061,1
47881,9059,1207,1
47193,8843,665,1
742180,8282,1574,23
24902,8429,3509,3
17359,8614,2434,3
22710,8292,4373,21
8393,8473,1218,21
13955,9170,1500,3
47111,8973,1667,1
35724,8799,2306,23
2761,8724,2646,21
24061,8641,3449,3
38722,9013,2453,3
39264,8277,104,1
46223,8237,4213,21
38025,8766,85,21
1035,8678,2801,23
33643,8323,1887,23
31542,8462,4715,21
23628,8338,4665,23
32215,8283,3094,3
39769,8186,3411,3
38722,8132,1178,1
23670,9083,419,23
9809,8071,1934,23
34265,9483,3566,1
44483,8193,2208,21
37335,9060,3510,3
15590,8815,3258,23
110740,9207,915,3
36767,8640,4990,21
38722,8707,848,23
38722,9276,1987,1
22633,8367,3156,1
38722,8778,3977,1
7874,9306,,3
10783,8233,50,23
37568,9111,2978,21
44043,9430,2380,23
22126,8168,1999,3
46199,9119,,3
31267,8120,861,23
37185,9166,2889,21
33082,9240,1533,21
38722,8433,,21
46458,9006,772,21
25873,9172,54,3
3425,9306,1345,3
2425,8859,3508,21
32988,9063,4852,1
42089,8205,1488,1
33973,9466,1649,21
38722,9444,2557,21
40078,8351,1892,1
5884,9323,3530,3
21671,9114,3791,21
12442,9358,3836,23
35815,8516,1045,1
311660,9451,1134,23
28893,8177,1517,1
17019,9020,627,1
42265,8215,3403,3
38722,8231,3629,1
42859,8402,2851,1
47129,9243,548,1
40830,8982,4184,1
25345,8207,2645,1
2523,8657,2815,3
4905,8269,2716,21
4930,8409,1599,1
38100,9030,3595,1
41401,8619,4038,3
8043,8101,2483,1
9012,9479,4054,1
38722,8168,4551,23
15901,8642,2780,3
40069,8363,3417,3
49827,9005,2900,1
13006,9435,3904,23
462480,9219,4511,21
13664,8900,2213,21
3299,9329,4146,23
37217,9153,3893,21
6561,8084,2957,21
31956,8924,585,21
4823,9490,2336,1
12307,8104,1694,21
47143,8516,4101,3
5292,8993,3826,1
43717,8823,4956,21
1044,9103,3821,23
22447,8935,2118,1
20604,8522,2300,23
27916,8381,3393,3
15199,8741,1870,1
36013,8514,651,23
21896,8406,3786,3
31222,9425,3028,3
35956,9362,192,21
4830,8250,4109,21
30155,9144,4297,21
43012,8376,479,3
38634,8960,2618,3
37321,8143,3397,1
13253,8090,3345,23
38722,8845,3411,1
34875,8410,1282,23
34131,9259,4577,21
38722,9386,4764,1
2757,8586,854,21
33493,8316,4671,21
38722,8506,2693,1
15702,8435,4841,1
11498,9116,3671,23
2281,8800,375,23
12178,8545,2218,23
33014,8742,425,23
15302,8239,88,1
32733,9091,3574,3
36252,8150,1184,1
48020,8257,3314,3
12372,9387,3866,21
38523,9045,,21
48842,8924,1153,21
501520,8092,2005,21
28775,9091,4829,23
46632,9386,888,23
164300,9333,4199,21
13973,8504,582,21
41552,9447,3484,21
48133,8875,4308,1
34428,8528,177,21
28587,9475,2912,3
23367,8960,4700,23
13826,9409,3433,3
18435,9157,2239,23
21111,8162,2563,23
38722,8210,,21
8094,8931,2568,3
33102,8435,4416,1
28794,8450,3832,1
48877,9439,1912,23
603160,8287,4874,21
39345,9284,1093,3
18182,8948,2542,3
36058,9355,792,1
15537,9316,1079,21
18109,8199,4035,23
7961,8322,1102,23
12819,8276,4343,21
18032,8930,3000,21
36503,8617,510,1
15091,8583,1586,21
28807,8886,1308,1
6157,8650,3544,21
42938,8190,1116,21
8943,8170,2028,1
39184,9113,1383,1
33879,8961,1464,3
2071,8209,1765,1
499640,9351,3333,3
28047,9245,4955,23
10225,8458,2287,21
20423,8383,3700,23
8492,9209,2223,23
38069,8928,1289,21
30924,8123,4452,3
7079,8263,4800,21
39666,8624,4596,3
13331,8473,2229,3
33311,8059,2640,23
48410,8998,407,3
3386,8217,4398,1
3864,9185,2009,3
41545,9007,3948,21
21966,9314,4732,3
7627,9473,2971,1
33905,8276,4201,23
13019,8642,547,1
35667,8512,3702,21
3992,8902,4932,21
15073,8580,,1
46288,9057,1377,21
5619,8111,3222,3
38722,8665,3193,23
19721,8706,917,1
32197,8386,65,1
38722,8778,2668,3
30484,8627,3978,21
2566,8775,4895,21
9857,8525,4868,3
9148,8530,659,1
43985,9041,454,1
33488,8330,1737,23
11956,9389,1745,1
21936,8320,1193,23
19725,8389,3472,3
19779,8342,2007,3
15371,8520,361,21
45979,8406,2706,21
25606,9369,4323,23
15032,8594,3739,1
307000,9075,4224,1
6466,9213,2368,3
48944,9387,1398,1
40292,8500,3036,21
11547,9462,256,3
41605,9040,218,1
40723,8509,4372,21
25100,8601,2209,23
49187,8618,1155,23
40351,8985,1203,21
29073,8372,2079,3
35929,9030,3666,23
42806,8485,757,23
16195,8438,878,1
26519,8270,2067,21
23698,9459,3644,21
24068,8108,3923,1
7134,9359,1885,3
15844,8846,2759,23
2121,8723,928,23
4606,8534,640,1
16270,9392,1084,3
3101,8969,1033,3
42335,8117,4416,21
26812,9176,3451,21
38722,9021,2326,21
36647,8871,2563,21
29128,8238,,23
6301,8073,4767,23
43580,8426,1200,3
30050,8300,4970,21
19997,8848,453,3
46666,8533,3247,1
22163,8449,4990,21
5638,9391,2533,21
45734,8188,2404,21
46984,8553,4957,23
10649,8887,4600,21
38722,8075,30,1
19468,8444,329,21
993680,9118,1555,23
37910,9458,2009,21
8713,8080,4606,3
34931,9388,1319,1
41839,8673,1322,23
33956,8333,1021,21
38722,8211,1215,21
49896,9181,4356,3
12234,9347,2965,1
150480,8886,,21
38722,9422,276,3
39116,8974,3496,21
44954,8247,4944,1
21313,8194,1144,23
9812,8822,1348,3
31988,9023,2836,3
1849,8811,1870,3
9348,8975,324,23
39113,8669,4216,23
15558,9400,3402,3
1595,8187,4199,21
32091,9494,3973,1
14113,8348,3941,23
8795,8103,4206,3
38722,8245,3619,23
37384,8391,1902,3
45405,8726,1756,3
18928,8327,2390,3
38722,8655,2118,1
42674,8326,2976,1
25971,8728,3451,21
1823,8864,2926,3
9143,8524,230,1
36484,9300,4646,3
2748,8242,2141,21
38722,9095,3215,3
44574,9173,909,23
42275,8949,3499,21
8505,9043,4520,21
22364,9236,2475,21
29038,8923,1499,1
37053,9005,2437,21
27908,8605,2721,3
47788,8678,2413,3
20327,9405,335,3
4133,9041,2966,3
11435,9417,3974,3
9459,8391,2358,1
28494,8502,1298,23
38722,9340,3894,23
9814,9050,358,3
4111,8137,1564,23
14157,9031,229,1
42729,8219,1479,3
38722,8669,3036,23
463700,8916,1006,21
37514,8823,2334,23
19068,8147,3125,21
18755,8923,3456,1
22140,8749,2616,21
17388,8440,1346,23
43614,8658,,3
37367,9119,221,1
1408,8735,,23
27662,8457,3265,21
16741,9091,1526,1
13724,8645,1755,3
29191,8841,4043,3
28058,9343,263,21
30207,8523,4400,21
3841,8926,3567,21
38722,9278,,21
2429,8723,531,3
39267,9211,2198,23
41188,8175,700,21
24854,8419,4994,21
46793,8348,1142,3
22261,8719,880,23
41630,8743,4271,1
42525,8115,1902,1
28235,8064,3119,1
6122,9195,1620,3
17280,8633,4376,3
3035,8486,2112,21
19177,8803,,1
20790,8596,2690,1
11360,8876,896,23
24700,8654,3988,1
46286,8553,240,21
575200,9148,1141,1
23543,8164,4350,3
48304,8339,549,21
21452,8876,2698,21
3157,8074,1496,1
8416,8960,2486,21
43283,9371,236,21
38722,8852,3576,23
27982,8881,,23
10221,8173,4112,3
48504,8395,2252,1
12733,9113,4089,23
19809,9033,1725,1
18470,8512,349,1
49834,8311,1123,21
41005,8245,1098,1
38722,9286,4277,23
33908,9067,3202,3
42499,8381,744,3
15522,8654,226,21
31549,9083,1049,23
8109,9393,1342,23
9777,9297,2549,1
38722,8199,3958,23
39143,9327,2111,1
41885,9443,641,3
47591,8072,2574,1
16072,8671,4214,3
38722,9356,4894,3
44553,8465,1654,23
120520,8636,2153,1
35570,8612,38,3
1400,8143,4368,1
37796,8161,4903,21
49874,8440,2226,3
28228,8107,1982,21
12257,8251,3005,21
42019,8102,608,3
34002,9176,3530,1
28472,8754,3488,23
24702,8514,,1
10834,9046,3725,1
9834,8948,2123,23
14765,9467,770,21
5821,9246,1411,23
43730,9075,4642,3
16824,8088,4967,23
10488,9228,3286,21
42233,8878,4387,1
25389,8138,4699,1
11280,9010,3291,21
22077,9006,2715,23
32623,8124,1882,1
38722,8679,4068,21
45459,9386,3912,3
10740,8385,3263,1
13539,9458,961,3
46734,9394,,1
40221,8258,2240,3
35261,8922,795,1
1006,8705,3725,1
38722,8212,1361,1
4792,8556,4190,3
32178,9284,1850,21
35190,8696,3203,23
36837,9306,1575,3
48348,8055,1910,21
26621,9433,3920,23
38722,8715,3731,1
33441,9144,4313,21
13129,8632,,23
18319,8764,2872,21
15559,8126,3506,21
37614,8945,3887,3
21912,8182,1442,1
25438,9306,2828,21
14286,9051,3699,23
349640,9402,4517,23
43377,8891,4733,23
12254,8364,1387,23
35717,8342,1543,3
3120,9232,1118,1
11623,9225,862,21
49956,8111,2023,3
38459,8669,,1
38255,8285,2132,21
41886,8236,1151,3
20381,8235,3699,21
3021,8399,601,1
28137,9284,3746,23
43178,8964,4982,3
31939,8834,17,3
46541,8337,4544,21
40564,8150,3224,23
20043,9060,2997,23
44343,8829,4202,23
48798,8235,2997,3
19896,8406,3849,21
18964,8632,983,3
14468,9135,3164,23
6096,9061,1191,3
41810,9487,32,21
34908,8827,2437,21
3198,8626,891,1
34669,9309,3999,1
40645,9144,2611,1
46800,9040,593,1
24523,8369,3816,1
42566,8455,679,21
38722,8659,2048,21
11671,8434,4764,1
30911,8199,1738,1
2726,8898,3749,21
8187,9244,4866,21
29726,8816,4012,21
7198,8168,3335,3
44517,9226,3647,1
15103,8264,3704,3
5796,8324,1011,23
41700,9369,1260,21
31061,8915,4649,23
41700,8567,4257,21
28141,8953,77,23
22236,8750,1049,1
2132,8296,2040,21
635900,8590,3966,21
7634,9451,,3
37357,8334,1761,3
48060,9439,4737,21
15019,8898,,23
8705,8202,3202,3
5361,9240,4321,3
47647,9034,1566,23
40773,9184,3506,21
47880,8993,3454,3
21127,8368,3688,21
30007,8215,1656,3
23301,9031,1961,23
38722,8974,1162,21
48570,8929,4275,23
589180,8682,1880,1
6218,8857,1258,1
41168,9052,2733,23
8711,8763,4924,1
39799,9382,3296,1
37341,8915,11,23
14369,8482,3523,3
12247,9009,2408,23
14733,8415,1298,1
32571,8833,2321,3
4644,9446,2752,21
39995,8567,446,21
10452,8074,353,1
22514,8121,3688,21
21020,9111,1075,23
19802,9333,816,23
21713,9380,139,23
30742,8886,2029,21
38505,8659,4671,1
26838,8601,2316,1
13815,8632,4840,1
38722,8909,1131,3
10947,8714,4039,21
40080,8897,1879,23
19220,8236,2475,1
35267,8123,2954,21
48754,9180,3338,23
41170,8275,3125,3
36278,8779,1397,1
12382,9006,2054,1
18499,9008,4627,21
20436,8502,2081,1
3408,9076,4266,3
47819,9471,828,21
19460,8101,4880,1
38722,9480,4775,23
22953,8723,2361,3
8817,8905,372,3
28900,8705,29,1
47401,9159,563,23
5578,8280,737,1
24511,8806,3027,23
17665,8986,747,21
43311,8143,1118,23
35173,8869,4154,21
38722,9303,2625,23
11238,8723,4112,1
25183,8824,1655,1
32867,9182,1372,3
14689,8573,1876,21
28218,8104,3012,23
18558,8740,2698,21
13072,8746,312,21
4720,8322,2325,23
13638,8336,4434,1
38722,8909,1459,21
41297,9194,750,21
13763,8701,60,1
14342,9322,1017,3
10840,9305,299,21
4222,9053,3664,23
7110,8713,4713,3
45812,8889,516,21
49278,8727,57,23
38981,9270,4805,1
21504,8162,1763,1
9399,8868,2787,3
49051,8513,207,3
34369,8105,1329,1
19110,9020,4536,21
43769,8949,2407,21
6883,8146,63,1
31791,9190,4059,21
12213,9116,2796,1
42386,8452,4698,23
7079,8194,1911,1
43779,8738,2741,1
35992,8486,4855,23
19406,9035,483,23
29155,9180,4620,3
41863,9447,,21
25630,9372,2063,3
45185,8167,2917,3
28430,8244,404,23
29277,8644,212,3
23627,8864,819,23
19083,8825,3737,3
10256,8541,303,3
5092,9335,2282,3
5757,9007,1573,23
29117,8532,2384,21
11273,8250,4754,1
42033,8924,3440,3
38722,9051,3039,3
38722,8228,4658,3
36294,9145,1594,21
22817,8242,3870,1
24312,8957,3814,3
48296,9281,1120,3
25061,9077,3561,1
2871,8261,2457,1
18353,8429,2554,1
22723,8153,2227,21
7726,8924,2982,3
25234,8316,78,3
31822,8197,4244,23
26223,9408,1075,3
42784,8622,,1
38497,9322,2208,1
932840,9446,4748,1
37523,8498,344,21
5342,8192,4368,1
18317,8991,2122,23
3732,8687,739,3
44964,8371,2451,21
39214,8490,2434,3
42569,9441,281,23
15532,8464,2294,21
41757,8412,1240,3
21915,9005,1480,23
38722,8942,4493,23
48583,8312,2809,23
15993,8780,4436,23
33779,9207,1801,1
18550,9437,4729,23
23899,9173,1014,1
5605,8148,1187,3
49267,8204,3497,1
7632,9364,1142,21
24361,9213,247,1
10699,9393,1790,3
7174,8704,4101,3
145160,8150,4477,23
36952,9139,2919,1
17761,8112,4556,3
4478,8816,,23
43970,8464,1276,21
10568,8531,3154,3
19088,9210,3531,23
24572,9190,124,3
24771,9178,,1
14917,8985,1514,21
38722,9433,3905,21
11854,8300,1060,3
3607,9369,3704,3
9738,8105,1109,1
68820,9163,2993,21
35005,8303,2560,3
34593,9300,4055,1
34687,9071,1682,21
18898,8756,3928,21
46470,8970,3939,3
42254,8942,3896,21
47480,9218,3025,21
3164,8432,4312,21
10544,8440,3777,23
3397,8487,1244,21
25644,8791,2560,21
21246,9140,3606,21
42534,9204,995,23
33849,8813,4438,1
39018,9110,4802,1
13650,8935,2396,23
48486,8170,2908,23
9492,9490,1495,1
38722,8694,1577,1
4328,9447,3897,3
27844,8394,460,21
14036,8548,2775,1
33827,9325,1615,1
49145,8990,3151,3
26701,9160,3595,1
48991,8050,4837,1
20237,8988,4378,1
34492,9418,590,23
16232,8286,1339,23
38023,8447,2072,21
26628,9159,4413,3
38722,8193,4494,21
46220,8388,1003,23
31879,8692,1805,3
40287,8333,826,23
19658,8280,3410,23
9379,8459,901,3
38722,9226,3706,3
10209,9429,484,21
49432,9394,708,23
13818,8646,4911,3
3265,8442,166,3
25024,9361,4535,1
13872,8306,3405,3
16867,8041,443,3
33550,8516,3355,1
18048,9279,828,21
10601,8759,4998,21
36089,8288,1547,3
13444,8277,1632,1
4375,9290,3299,23
16764,8200,177,23
12146,8753,4169,1
1966,8150,591,21
31588,9154,4201,3
39625,8307,2102,23
10013,8457,3912,1
45590,8261,916,3
48763,8364,3538,23
23190,8081,554,3
46158,8284,451,23
45457,8618,3091,1
43670,8576,3193,1
19554,9067,4692,1
17693,9455,2078,23
24549,8235,3339,23
38722,8988,1785,3
49858,9001,1500,3
41974,8536,3601,21
2607,9200,2443,3
10605,8172,1575,1
47394,9129,990,3
25471,8754,4581,23
38763,8039,1010,21
287460,8246,2529,1
5507,8408,1070,1
26232,9245,3483,1
46205,9485,3864,21
18529,9479,4189,21
2653,9207,3570,1
16260,8477,4455,23
16427,8941,,1
23388,9035,879,21
21956,8634,2071,21
16445,9497,4811,21
26322,9130,2665,1
38722,8898,1307,3
38722,8438,3529,3
226400,8616,164,23
8302,8748,1699,21
36368,8175,1954,21
49622,9317,807,21
23431,8736,3896,21
16333,8425,4661,21
30201,9102,4376,23
17409,8532,1875,23
6434,9432,1739,21
19097,9093,3779,21
23263,9254,2702,1
47900,8624,4040,3
3593,8790,1284,21
3279,8133,3400,3
38722,9257,2240,21
15463,8540,261,3
7706,9038,1342,1
38460,9372,569,1
25263,8041,1227,1
47044,8152,3160,3
27222,8875,4069,3
9192,8607,4643,1
39108,8915,111,23
30721,8334,2922,3
9721,8748,2725,23
46328,8730,4210,21
38722,8052,3436,23
22013,8745,,1
2337,8606,4349,3
31057,9392,3895,1
43824,9278,2884,3
41580,8397,4576,3
20639,8302,4463,3
38722,9002,1650,21
32902,8191,4469,1
29257,9240,4786,3
45907,8740,2270,3
42120,9059,1095,1
37613,8483,509,23
25124,9122,2062,1
41194,8226,4481,1
43719,8302,2677,3
38722,8710,1151,21
13386,8661,4641,23
49979,9405,1992,3
13882,9428,1883,3
22395,8157,4800,3
35795,8732,2320,1
34912,8699,548,23
23937,9036,1093,23
38722,8144,3207,3
20204,8606,491,21
20249,9123,2221,1
44781,9285,2389,3
42250,8901,4003,21
40480,8527,3674,23
3669,8055,,21
1716,9249,4040,1
39980,8080,4748,21
38722,8241,1420,1
32980,8504,1492,3
21813,9102,2042,1
10741,8188,558,21
37364,8098,2528,1
6230,9228,1307,21
17564,8878,2870,23
46728,8835,,1
38722,8670,2408,3
33564,9204,341,3
46035,8139,2215,3
24205,8183,3846,1
44741,8968,,23
48981,8805,3611,1
37059,9375,3940,3
7450,8321,1322,21
48873,8884,915,21
38722,9188,2779,3
35440,9045,2941,1
38722,8693,3717,23
43160,8787,955,1
47173,9371,,23
41520,8224,2432,23
2515,8974,4953,21
36954,8206,1333,3
32802,9310,3820,1
20988,8735,3027,21
330220,9376,209,1
28756,8866,1546,3
11254,8315,1309,23
10706,8989,2144,1
11257,8643,398,23
5935,9025,164,23
37740,8325,4325,1
21790,9448,2647,21
10491,9203,4965,21
20504,8805,161,1
38722,8312,3570,21
43789,9101,4039,23
8475,8999,1115,21
1842,9255,1573,21
17433,8393,4034,1
18377,9066,3665,1
24081,8991,3699,23
38722,9357,4220,21
9031,8428,115,23
44872,8891,1439,1
38722,9196,4880,1
31186,9411,2775,21
41794,8628,89,23
38722,8369,222,3
21122,9174,4568,23
38722,8872,3440,23
11273,9164,1807,23
10098,8787,2430,3
14048,9496,2872,3
9413,9075,3878,23
21125,9478,2666,23
30340,8524,2969,3
3046,8742,590,23
13375,8098,2246,21
17468,9206,22,3
13174,8317,1184,1
16397,8964,1882,1
11230,9369,485,21
45440,9419,475,1
42617,8162,250,1
35357,8086,4779,21
44150,9007,2763,21
13329,8533,3968,3
31836,8862,953,3
29982,9496,1315,21
12093,9398,1831,23
26952,8936,1534,23
49365,8145,4937,21
6821,8206,3888,1
20622,9474,2622,21
42816,8056,909,23
3219,8447,1312,21
38722,8198,4021,3
31899,8536,582,3
44920,9463,2115,21
782720,8536,3691,23
5940,9100,4833,3
38722,9267,683,1
36533,8759,3973,23
18001,9032,4549,3
6625,9054,3962,23
16972,8794,2036,21
26991,8087,3288,21
38722,9445,1365,21
26288,9272,4102,23
23254,9477,1164,21
25212,8770,4760,3
18291,9137,1096,3
17665,8635,2081,3
10342,9234,1816,21
21125,9185,914,23
2192,8668,90,21
5598,9341,4516,3
26524,8686,3311,21
49465,8085,2537,3
23181,8977,,1
7850,8082,2652,23
3455,8658,1653,3
6032,8881,378,3
218800,8950,4700,21
29219,8969,1693,1
20623,8643,3620,21
49540,8381,3342,21
45116,9162,981,21
33575,9023,468,23
17551,8099,2859,3
6575,9273,712,1
23737,8915,1154,3
30827,8291,1178,21
17934,8059,3551,23
32544,9283,4556,3
16512,8147,4591,21
26323,8358,1653,21
45306,8578,2597,3
49720,8432,4292,21
21538,8182,607,1
782620,9048,3423,3
36685,9422,,23
28240,8721,4786,23
44731,8427,80,23
1210,8190,1157,23
6968,8079,3467,21
48416,9107,4356,1
26486,8817,1995,3
34875,8501,3596,1
42239,8933,707,3
3621,8974,2020,23
38722,8577,742,23
11796,8793,1437,1
30987,8153,2713,3
11744,8184,2936,21
23323,8856,86,1
19756,9436,813,1
38722,9099,267,21
13557,8283,606,21
3306,9122,3044,1
13708,9418,4560,21
2435,8706,4169,1
35916,9179,701,23
40395,8324,868,23
40245,8935,,1
33478,8546,4443,1
13960,9021,1609,23
35659,8425,2191,3
8376,8206,1924,21
7499,9229,4247,21
25904,9182,4199,21
31727,9201,1658,21
31484,9292,4242,1
22126,9261,3576,21
23863,8817,2492,3
35452,8812,1024,1
4370,8275,1137,23
11286,8140,2639,3
38888,8698,4366,1
15638,8807,2002,21
44534,8406,3575,1
47538,8110,37,23
41548,9409,3305,3
7449,9485,4990,1
38722,9476,4694,21
40940,8407,3533,3
33130,8528,2094,23
48277,8134,1754,21
38722,8385,,3
12085,8844,4002,1
20357,9320,,3
38269,8959,129,23
40721,9140,2381,23
29609,8548,3518,21
10115,9227,3084,21
15612,8955,3467,21
14347,9322,1214,3
38722,8092,3871,3
4612,9426,175,21
41903,9440,544,23
31032,9450,923,21
11487,8482,4490,1
39733,9330,2878,21
6321,9432,,3
35735,9185,2852,3
2379,8820,1841,1
10287,9433,132,21
779380,8524,3208,23
21467,8502,2696,1
45298,8490,4592,23
15709,8424,2956,21
3564,8063,4140,1
21207,9129,2455,21
22856,8164,469,1
26392,9215,2327,3
27761,8117,3146,1
23726,8333,2549,21
31929,8882,2489,3
3533,9141,4065,21
10773,8730,4490,3
28373,9255,,1
14641,8650,838,3
36219,8070,891,3
27044,9276,4083,3
38779,9250,2470,3
9767,8096,4117,21
2506,8496,3245,3
30521,8832,4417,3
1491,9368,1594,1
27034,8070,166,21
49055,8041,4620,1
38722,8043,1390,21
26904,8894,3422,1
30856,8303,4699,23
17032,8719,3025,1
33593,8518,1517,23
17500,8616,4431,23
39549,9227,,21
29087,8220,3469,23
45647,8812,3244,1
2939,8415,4382,23
38507,9289,1036,21
29216,9453,,3
38722,9065,1759,3
7383,9393,1246,1
23895,8060,2375,1
11597,9212,4443,1
32348,8684,4057,21
880980,9236,303,23
29539,8174,993,3
31102,9130,3560,1
43309,8902,2200,21
10172,8521,4343,3
19828,8675,3773,1
38218,8686,3755,23
5412,8207,2413,1
41379,9355,2978,1
13609,8286,4438,1
15315,8506,3089,1
32014,8654,2946,1
26767,8059,1048,21
29301,8816,580,23
28585,8633,3481,1
19870,8142,2412,23
23744,8312,3951,3
10183,8364,903,1
28704,8922,4894,23
32175,8589,1269,3
21683,8695,890,23
15347,9059,1832,3
17753,9167,4492,3
35939,9037,3140,23
49849,8742,4947,3
42175,8671,3331,21
35023,8315,2921,21
42449,8227,3427,23
13296,9379,,3
15225,8062,4835,23
19062,8989,4085,3
9858,8697,4912,21
39489,9059,2337,1
35636,8548,3257,3
14731,8920,2556,1
18804,8783,4061,21
44143,9215,2690,23
41811,9463,2158,1
3532,8967,691,23
34309,8328,237,23
22338,8542,4899,3
15485,8313,4809,21
46878,9461,3727,23
12833,8919,1061,3
44083,8860,2111,21
38533,9346,2828,23
43115,8952,4238,1
1706,8577,456,1
47375,9181,38,3
41974,9189,204,3
23630,9363,2122,21
4140,8963,,3
6581,8363,3361,3
17037,9200,1413,21
38722,8650,2068,21
36323,9122,3404,1
34272,8058,4251,3
7007,8982,3730,1
31397,8381,1551,23
32338,9180,1136,23
31227,8202,2685,21
38722,9155,1757,23
8044,8646,2159,23
37038,8991,295,23
32650,9317,4404,3
42660,8807,1177,3
38722,9111,714,21
3319,8329,4633,1
18558,8452,3748,21
24506,9331,1729,3
26165,9148,2795,23
18950,9414,4301,21
7183,9420,1904,3
46239,9479,4094,21
47598,8612,1996,3
24337,8541,4180,3
11841,8055,4089,21
30887,8104,1478,23
38947,8678,3587,21
3555,8471,438,1
48194,8902,2003,21
10270,8216,2452,23
25617,8185,1440,1
42934,9374,1551,21
7809,8569,,23
10768,9416,968,1
38722,9069,52,3
12871,8225,832,3
44724,9356,573,21
11232,9289,4501,1
48209,8646,4872,23
32102,8061,3358,1
21930,9025,848,1
28277,9168,3429,23
13731,8550,57,23
38722,8921,3458,23
34199,8694,4927,1
35117,8783,3689,1
47089,9333,1066,21
10765,8501,3377,23
32499,8653,3606,1
13427,8646,3231,21
48581,9390,2066,21
846440,8063,,23
44820,8910,1566,23
23570,8085,1195,1
18935,8146,3889,23
26075,8353,3126,23
12411,8646,4363,1
4881,9342,2384,1
42403,8971,2598,23
38722,8814,294,21
38722,8682,2754,21
10497,8188,3382,1
27834,8660,4191,1
38890,8060,3268,1
14294,8919,1028,23
28813,8531,672,21
36855,8230,2791,23
40057,8928,3813,3
10484,9167,938,23
48433,8987,4173,3
38722,9037,3336,23
5566,8983,3335,1
19248,8290,426,21
17749,9415,1240,1
39405,8492,1190,3
10642,9391,4923,21
689280,8186,3980,23
10888,8123,4015,21
17021,8901,554,23
41874,8466,3747,21
2648,9315,3941,3
20771,9256,4461,3
16521,8943,2809,1
307680,9317,303,21
7742,9040,621,23
6430,9142,3999,3
4436,8384,1939,1
25680,8436,3025,23
30428,8930,4668,3
417540,8211,4070,3
22728,8598,4004,3
29882,8658,4945,21
13188,8987,681,1
39725,9374,2578,23
32725,9328,3888,3
38722,9448,2615,3
8751,8099,908,21
28283,9118,3832,1
4244,9430,,21
15217,8626,3507,1
39031,8711,2578,23
23496,9338,1094,21
19240,8933,4544,3
30340,9230,277,3
6886,9097,1630,3
32667,8405,4373,21
38722,8695,210,21
8908,8212,4310,23
27134,8204,1949,1
